WKT,Facility_ID_Hazus,Facility_Name,Address,City,Zip_Code,Contact_Person,Phone_Number,Replacement_Cost_Thousands,Comment,GlobalID,Shape_X,Shape_Y
"POINT (523141.0881 4606701.3199)",IN000457,Laporte County Sheriffs Dept,809 State St,La Porte,46350-3390, , ,1442, ,{6EBE6107-84B6-43B1-92CF-7A662B5DFDE6},523141.0881,4606701.3199
"POINT (666486.5884 4548442.9887)",IN000458,New Haven Police Dept,815 Lincoln Hwy E,New Haven,46774-1422, , ,1442, ,{1CE56868-B453-4E9B-9C63-F76F203BD94E},666486.5884,4548442.9887
"POINT (565999.679 4546356.5344)",IN000459,Crime Stoppers,815 Madison St,Rochester,46975-1628, , ,1442, ,{E0B0E431-A3EE-4464-8210-39F5F167E0FE},565999.679,4546356.5344
"POINT (517454.006 4205063.6505)",CO642848,Troy Town Marshall,Near Franklin & Spring,Troy, ,Marshall, ,1442,"Added by TPC, 10/27/05",{DD940DBF-495A-4FAC-8C00-2C1AF3F9081D},517454.006,4205063.6505
"POINT (575648.819 4418155.2724)",IN000461,Meridian Hills Police Dept,8455 Keystone Xing # 213,Indianapolis,46240-4356, , ,1442, ,{D0ED23FA-AC79-4E61-BB6A-BED3DD53D05C},575648.819,4418155.2724
"POINT (583140.1162 4418746.0413)",IN000464,Tactical Training Assoc,8709 Castle Park Dr,Indianapolis,46256-1272, , ,1442, ,{8A0DE7F2-56AA-4F2A-B87A-7D8620BCD007},583140.1162,4418746.0413
"POINT (584841.1071 4403937.9636)",IN000469,Indianapolis Police Training,901 N Post Rd,Indianapolis,46219-5545, , ,1442, ,{0344B2C9-42F3-4B73-ABC4-A718F01EF113},584841.1071,4403937.9636
"POINT (637353.2114 4451518.6031)",IN000471,Muncie Police Dept-Cop Shop,904 N Walnut St,Muncie,47305-1459, , ,1442, ,{44B4BDA0-A221-4762-BF5A-5EBBA12D89B3},637353.2114,4451518.6031
"POINT (558883.2567 4407127.7279)",IN000472,Clermont Police Dept,9051 Crawfordsville Rd,Clermont,46234-1517, , ,1442, ,{79456B61-F089-40AA-A560-C037FDE002CB},558883.2567,4407127.7279
"POINT (542513.3205 4401164.6334)",IN000475,Hendricks County Sheriff's Ofc,925 E Main St,Danville,46122-1945, , ,1442, ,{8B954492-4BAB-4337-B111-21C009ADD1A8},542513.3205,4401164.6334
"POINT (570361.2142 4411443.6222)",IN000476,Rocky Ripple Town Police Admin,930 W 54th St,Indianapolis,46208-2489, , ,1442, ,{5F0E23E7-B51E-4BFC-A08F-B37F1FB34C66},570361.2142,4411443.6222
"POINT (626350.614 4447262.7828)",IN000479,Yorktown Police Dept,9730 W Smith St,Yorktown,47396-1199, , ,1442, ,{241BBA80-1D23-4CF0-A699-4EDA58CD34C8},626350.614,4447262.7828
"POINT (626282.2298 4447226.1108)",IN000480,Yorktown Police Dept,9800 W Smith St,Yorktown,47396-1101, , ,1442, ,{F89E0D19-47FE-4F8B-969B-00B8C46EC5D9},626282.2298,4447226.1108
"POINT (581626.2543 4410103.6333)",IN000491,Lawrence Police Animal Control,Lawrence St,Lawrence,46226-0000, , ,1442, ,{F0447F87-261E-4AA8-A26C-73EC252C6967},581626.2543,4410103.6333
"POINT (658424.7749 4486762.8848)",IN000493,Pennville Police Dept,Pennville City Hall,Pennville,47369-0000, , ,1442, ,{1547DD9C-E8E4-498D-A97D-AD312B067A30},658424.7749,4486762.8848
"POINT (671200.635 4568967.6492)",IN000497,Allen County Sheriff,PO Box 45,Spencerville,46788-0045, , ,1442, ,{2B13210E-C4F0-4D6D-81CC-E42A028CD6D9},671200.635,4568967.6492
"POINT (574986.1457 4353109.6293)",IN000500,Princes Lake Police Dept,RR 1,Nineveh,46164-9801, , ,1442, ,{5950B93B-9D49-4216-BB9B-7E26A92247DD},574986.1457,4353109.6293
"POINT (520124.3059 4200377.611)",CO642847,Tell City Police,707 Mozart St,Tell City,47586-1711, , ,1442, ,{385F205E-46FB-45C6-AA0D-61C4CC944237},520124.3059,4200377.611
"POINT (522827.3753 4196065.3448)",CO642846,Cannelton City Police,210 S 8th,Cannelton,47520, , ,1442, ,{D0E02672-0A96-4568-8CA9-485F9352360D},522827.3753,4196065.3448
"POINT (568791.5518 4492301.2306)",IN798777,Galveston Police Dept,103 N Sycamore,Galveston,46932-0000, , ,500, ,{0DC2A021-3936-4055-838F-EC9AC62CBB4A},568791.5518,4492301.2306
"POINT (581471.4265 4459379.0193)",IN798884,Tipton County Sheriff,121 W Madison St,Tipton,46072-1833, , ,1442, ,{1B5488D8-1C28-4D0A-8538-791AA4401425},581471.4265,4459379.0193
"POINT (495964.6102 4192880.2379)",CO651235,Spencer County Sheriff,120 N 2nd St,Rockport,47635-1402, ,812-649-2286,1442, ,{6A1B5465-0449-412C-B386-DFD2C63ACB6A},495964.6102,4192880.2379
"POINT (495954.923 4192851.3957)",CO651236,Rockport Police Dept,201 Main St,Rockport,47635, ,812-649-2242,1442, ,{0986F21C-2EF0-4EED-9C5A-A48BC7A22FC5},495954.923,4192851.3957
"POINT (496848.7471 4207555.3588)",CO651237,Chrisney Town Marshall,PO Box 177,Chrisney,47611,Chrisney Town Marshall,812-362-8668,1442,"Added by TPC,10/21/05",{D69EF002-6DC1-4507-BE18-5F0BCF8D06E4},496848.7471,4207555.3588
"POINT (501150.1556 4224374.3201)",CO651238,Dale Town Marshall,103 N Wallace St,Dale,47523,Dale Town Marshall,812-937-2086,1442,"Added by TPC,10/21/05",{3F72BE54-E2A3-4AA3-A2C9-AA12D7CDF12A},501150.1556,4224374.3201
"POINT (496857.3286 4218423.2335)",CO651239,Gentryville Town Marshall, ,Gentryville,47537,Gentryville Town Marshall,812-937-2193,1442,"Added by TPC,10/21/05",{E94DC08B-A4A5-4C11-BB09-6F8FDDB38FE8},496857.3286,4218423.2335
"POINT (506846.6823 4219105.6573)",CO651240,Santa Claus Town Marshall, ,Santa Claus,47579,Santa Claus Town Marshall,812-937-2340,1442,"Added by TPC,10/21/05",{1D45530A-5B26-4015-A44C-81614AA9C48B},506846.6823,4219105.6573
"POINT (608181.9636 4243070.6386)",CO711146,Clarksville Police Dept,1970 Broadway St,Clarksville,47129-7760, , ,1442,CountyApproved,{F52E6C19-E760-4223-9C04-A5DBA2F286F9},608181.9636,4243070.6386
"POINT (610480.1257 4237393.807)",CO711149,Clark County Sheriff,501 E Court Ave # 159,Jeffersonville,47130-4091, , ,1442,CountyApproved,{8D304FBA-E7BA-4478-AAC4-B79B902F9812},610480.1257,4237393.807
"POINT (608670.794 4237468.0714)",CO711147,Clarksville Police Dept,230 E Montgomery Ave,Clarksville,47129-3236, , ,1442,CountyApproved,{B7738C38-0FE6-42C1-BFD5-D5875F874F05},608670.794,4237468.0714
"POINT (610136.5472 4238018.4022)",CO711148,Jeffersonville Police Dept,500 QUARTERMASTER CT,Jeffersonville,47130-4029, , ,1442,CountyApproved,{11CF2BF3-ADF5-4B10-81FA-701B9E9F9DE7},610136.5472,4238018.4022
"POINT (591807.3923 4258238.3428)",CO711151,BORDEN POLICE DEPT,111 W MAIN ST,BORDEN,47106, , ,1442,CountyApproved,{03E30DD6-9BE0-451E-B028-97789E13A3B5},591807.3923,4258238.3428
"POINT (616667.2152 4255762.8104)",CO711150,Charlestown Police Dept,701 Main St,Charlestown,47111-1217, , ,1442,CountyApproved,{53E10EAC-8BAB-4398-94A0-F0C46ACBA50A},616667.2152,4255762.8104
"POINT (608746.1679 4250692.9144)",CO711145,Sellersburg Police Dept,101 S NEW ALBANY STREET,Sellersburg,47172-1531, , ,1442,CountyApproved,{85064230-88A7-4975-A3AC-76BDDCEE359C},608746.1679,4250692.9144
"POINT (617753.0687 4244052.5165)",CO711152,UTICA POLICE DEPT,107 N 4TH ST,UTICA,47130, , ,1442,CountyApproved,{FC46740A-0117-4D42-AB6B-08BD4CB6E84E},617753.0687,4244052.5165
"POINT (676151.4454 4351204.271)",CO725780,St Leon Police Department,7582 Church Lane,St Leon,47012, ,(812)576-5366,1442,County Approved,{2DA1DCBA-A76D-4922-AD32-3FD817350CA0},676151.4454,4351204.271
"POINT (667970.1666 4320694.8316)",CO725774,Dillsboro Police Dept,13030 EXECUTIVE DR,Dillsboro,47018-9303, ,(812)432-3033,1442,County Approved,{F33D5F62-DF8A-4E92-9C11-22ADE37DD952},667970.1666,4320694.8316
"POINT (685859.5638 4329073.4574)",CO725777,Dearborn County Sheriff's Ofc,301 W High St,Lawrenceburg,47025-1911, , ,1442,County Approved,{9F208BF7-3636-40B9-BF72-5025E95DDE1C},685859.5638,4329073.4574
"POINT (665182.2415 4331023.107)",CO725781,Moores Hill Police Dept, ,Moores Hill, , , ,1442,County Approved,{68301B76-6348-4382-A9EE-A86D52E12A75},665182.2415,4331023.107
"POINT (684716.3996 4330984.3196)",CO725779,Greendale Police Dept,480 Ludlow St,Lawrenceburg,47025-1533, , ,1442,County Approved,{C0E83BF8-7334-4574-89E0-8373126A86F8},684716.3996,4330984.3196
"POINT (685841.9049 4329490.5918)",CO725778,Lawrenceburg Police Dept,349 Walnut St,Lawrenceburg,47025-1841, , ,1442,County Approved,{2FF58BCF-34EB-4284-89E2-CB4A486B9B29},685841.9049,4329490.5918
"POINT (684871.1155 4342716.1395)",CO725782,Dearborn County Sheriff's Office,23759 Brightwood Dr,Lawrenceburg,47025, , ,1442,County Approved,{6564105C-0D2B-456F-916A-48F1042955DF},684871.1155,4342716.1395
"POINT (664926.5158 4330966.6537)",CO725775,Dearborn County Sheriff's Ofc,14687 Main St,Moores Hill,47032-9162, , ,1442,County Approved,{44CBA644-2434-4491-83F7-5743E335BAAB},664926.5158,4330966.6537
"POINT (681677.2169 4325061.1941)",CO725776,Aurora Police Dept,233 MAIN ST,Aurora,47001-1308, , ,1442,County Approved,{2791E594-3678-41F9-A1FE-7EB06384901F},681677.2169,4325061.1941
"POINT (686857.86 4336027.9364)",CO725783,Hidden Valley Lake Rangers,19325 Schmarr Dr,Lawrenceburg,47025, , ,1442,County Approved,{FDEEB0FD-B025-4533-92C4-0087FDD203BA},686857.86,4336027.9364
"POINT (671068.2474 4365048.3248)",CO758470,Franklin County Sheriff,371 Main St,Brookville,47012-1363, ,7656474138,1442,County Approved,{4F06C5A9-50E5-4FDA-B809-40D58E4BB11A},671068.2474,4365048.3248
"POINT (654709.2463 4355930.2069)",CO758473,Oldenburg Police Dept,Water Street,Oldenburg,47036-0085, , ,1442,County Approved,{DA4C8813-98B3-496E-B466-004ED8C77788},654709.2463,4355930.2069
"POINT (671063.9579 4365164.8286)",CO758471,Brookville Police Dept,462 Main St,Brookville,47012-1406, ,7656474178,1442,County Approved,{DD53C5C4-BCB1-496E-B056-410122334A32},671063.9579,4365164.8286
"POINT (655322.1096 4374704.9934)",CO758472,Laurel City Police Station,Pearl,Laurel,47024-0000, , ,1442,County Approved,{2C9B7F46-BE72-4B1A-8695-F3973C49983D},655322.1096,4374704.9934
"POINT (456827.5621 4202821.2029)",CO785426,Evansville Police East Sector Office,4900 Shamrock Dr Suite 105,Evansville,47715-2219, , ,1442,County Approved,{6BC81904-75F2-4429-A1EB-9767D132244E},456827.5621,4202821.2029
"POINT (457958.6524 4213179.7403)",CO785427,Vanderburgh County Sheriff,5600 Kansas Rd,Evansville,47725-7600, , ,1442,County Approved,{9885EE0F-8289-4B76-9286-E3304519C07A},457958.6524,4213179.7403
"POINT (450499.2544 4204156.3627)",CO785428,Evansville Police West Sector Office,619 N Main St,Evansville,47711-5421, , ,1442,County Approved,{0B675850-0468-4659-8B89-437C459EE9D8},450499.2544,4204156.3627
"POINT (452410.5923 4207232.9468)",CO785429,Vanderburgh Sheriff Headquarters,3500 N. Harlan Ave,Evansville,47711, , ,1442,County Approved,{A1673D6C-772F-43DD-96C7-8CDE8842C406},452410.5923,4207232.9468
"POINT (452770.4563 4209497.7174)",CO785430,Vanderburgh Sheriff Command Post,5607 North Highway 41,Evansville,47711, , ,1442,County Approved,{96DC79B0-502E-4B11-96C6-3EEF51670423},452770.4563,4209497.7174
"POINT (450747.2663 4201152.3726)",CO785425,Evansville Police South Sector Office,315 Taylor Av,Evansville,47713-1309, , ,1442,County Approved,{1B1E775C-1555-4574-B6D9-DFECD69C36A5},450747.2663,4201152.3726
"POINT (450131.5704 4203051.245)",CO785424,Evansville Police Central Office,1 NW Martin Luther King Jr. Blvd,Evansville,47708, , ,1442,County Approved,{E3EBDC5B-6B18-4995-8499-729C3942A71B},450131.5704,4203051.245
"POINT (449295.7364 4205088.0144)",CO785431,Vanderburgh Sheriff Community Correction,1505 North Third Ave.,Evansville,47711, , ,1442,County Approved,{D5DC7669-996E-486C-B638-65FBBE528E50},449295.7364,4205088.0144
"POINT (501907.0792 4329698.416)",CO752576,Worthington City Police Dept,225 S Commercial St,Worthington,47471-1704,"Dennis Conway, Marshall", ,700,County Approved,{A4240268-295A-42C5-A768-B898FA688CE9},501907.0792,4329698.416
"POINT (482695.3878 4334819.8588)",CO752575,Jasonville Police Dept,145 S Lawton St,Jasonville,47438-1404,"Rick VanHorn, Chief", ,500,County Approved,{1001C569-434C-44EB-8498-EC1843A3A733},482695.3878,4334819.8588
"POINT (505349.3422 4319765.7479)",CO752574,Bloomfield Police Dept,12 E Main St,Bloomfield,47424-1418,"Tom Franklin, Marshall", ,209,County Approved,{D249FFE7-CCA1-414C-A512-0C97283EC3FB},505349.3422,4319765.7479
"POINT (485560.1112 4320653.8481)",CO752577,Linton Police Dept,190 A St NW,Linton,47441-1727,"Troy Jerrels, Chief", ,100,County Approved,{58452C1E-7F65-47A1-9ED1-C795D8ED66AD},485560.1112,4320653.8481
"POINT (506209.9288 4319524.4613)",CO752578,Greene County Sheriff Dept,204 CR 70E,Bloomfield,47424-0000,Terry Pierce, ,5000,County Approved,{FC34780D-FBD9-48F3-A2DF-84BDCE929372},506209.9288,4319524.4613
"POINT (492993.6185 4315532.3815)",CO752579,Lyons Police Department,150 E Broad St,Lyons,47443,"Ron Sparks, Chief", ,200,County Approved,{C0998932-48DA-4AFD-9C80-C5441BDD5380},492993.6185,4315532.3815
"POINT (624906.3317 4434775.8142)",CO755573,Middletown Police Dept,653 Locust St,Middletown,47356-1436, , ,1442,COUNTY_APPROVED,{9E2C9A7A-24E1-4D68-8918-7236D3C8756F},624906.3317,4434775.8142
"POINT (632665.8212 4429433.5668)",CO755574,SULPHUR SPRINGS POLICE, ,SULPHUR SPRINGS,47388, , ,1442,COUNTY_APPROVED,{5FA6B945-1F32-4A8A-9BA9-B6382BFB34F8},632665.8212,4429433.5668
"POINT (621679.3852 4416826.3256)",CO755570,Shirley Police Dept,212 S Main St,Shirley,47384-9687, , ,1442,COUNTY_APPROVED,{DD4B5E33-CBB4-4C40-BD93-EF1892444F23},621679.3852,4416826.3256
"POINT (633582.5857 4410996.4063)",CO755569,Spiceland Police Dept,130 E Main St,Spiceland,47385-0000, , ,1442,COUNTY_APPROVED,{1FDDC6F6-F4B1-40D4-88EB-8FF8C753F2F8},633582.5857,4410996.4063
"POINT (639092.7789 4421490.6099)",CO755568,Henry County Sheriff,127 N 12th St,New Castle,47362-4524, ,7655295201,1442,COUNTY_APPROVED,{FC834E91-EB95-4DF5-9D0E-0128C8064CCF},639092.7789,4421490.6099
"POINT (649309.6496 4429334.5807)",CO755567,Mooreland Police Dept,101 E Charles St,Mooreland,47360-0000, ,7657665056,1442,COUNTY_APPROVED,{15D32BC3-74F4-42B0-80A7-18131D8005DF},649309.6496,4429334.5807
"POINT (626288.2897 4406033.0044)",CO755572,Knightstown Police Dept,24 S Washington St,Knightstown,46148-1277, , ,1442,COUNTY_APPROVED,{E67D6330-02D6-4582-8795-61516F364EBC},626288.2897,4406033.0044
"POINT (639463.386 4421417.4348)",CO755566,Detective Investigation,BROAD ST,New Castle,47362-0000, , ,1442,COUNTY_APPROVED,{C376764B-2E82-4A6F-AC17-B8BB6590F2D6},639463.386,4421417.4348
"POINT (639197.2378 4421574.6812)",CO755571,New Castle City Police Dept,227 N Main St,New Castle,47362-4241, , ,1442,COUNTY_APPROVED,{DF64B2EC-59BF-440E-9C26-468E79375472},639197.2378,4421574.6812
"POINT (620526.7287 4316069.5573)",CO704648,Jennings County Sheriff,Corner Of Brown St & Perry St,Vernon,47282-0000, , ,1442,CountyApproved,{D52030DF-E44F-48FD-81AC-7E2E2BFEB29A},620526.7287,4316069.5573
"POINT (619033.6036 4318391.2631)",CO704647,North Vernon Police Department,101 Madison Ave,North Vernon,47265-0000, , ,1442,CountyApproved,{E0DBC85D-64F8-4953-9626-16C5640CF857},619033.6036,4318391.2631
"POINT (461748.928 4302556.0637)",CO791338,Oaktown Police Dept,100 Broadway,Oaktown,47561, , ,1442,County Approved,{AD5A05F8-8D2E-4088-AAA5-92EFF3E00F2F},461748.928,4302556.0637
"POINT (454202.8451 4280931.1454)",CO791335,Knox County Sheriff's Office,135 N 8th St,Vincennes,47591-2917, , ,1442,County Approved,{6F746DC1-A723-454D-9770-95A31B48D4FC},454202.8451,4280931.1454
"POINT (473317.0162 4291694.6839)",CO791337,Bicknell Police Dept,119 E 2nd St,Bicknell,47512, , ,1442,County Approved,{4C2A60D0-C983-462B-B182-E9CD56A08184},473317.0162,4291694.6839
"POINT (453977.9293 4281148.831)",CO791336,Vincennes City Police Dept,501 Busseron St,Vincennes,47591-2917, , ,1442,County Approved,{5601D5B4-A2D3-4AC4-AD53-75750A42413B},453977.9293,4281148.831
"POINT (517708.298 4280136.874)",CO731256,Martin County Sheriff and Jail,Capital Ave,Shoals,47581-0000, , ,1442,CountyApproved,{31B74419-A1FD-47F8-B33E-C79276449CF5},517708.298,4280136.874
"POINT (517996.3289 4279714.7402)",CO731257,Shoals Town Marshall,201 Water Street,Shoals,47581-0000, , ,1442,CountyApproved,{A8347DE9-E77F-4D61-8157-7F037D839956},517996.3289,4279714.7402
"POINT (507316.9231 4281130.3558)",CO731255,Loogootee Police Dept,401 N John F Kennedy Ave,Loogootee,47553-1220, , ,1442,CountyApproved,{F89C9622-32CB-4854-873A-571B0FC5F01B},507316.9231,4281130.3558
"POINT (685879.6138 4312991.7311)",CO702404,Rising Sun Police Dept,300 S Poplar St,Rising Sun,47040-1257, , ,2000,County Approved,{E7949B23-06A8-41B6-ADA8-AD7E3A0027FD},685879.6138,4312991.7311
"POINT (685741.3671 4313412.6809)",CO702403,Ohio County Sheriff,123 S Mulberry St,Rising Sun,47040-1117, , ,2000,County Approved,{6201103D-034F-4613-9D81-259EB189E575},685741.3671,4313412.6809
"POINT (480709.6478 4401401.8544)",CO760106,Crime Victims Advocate,217 E Ohio St,Rockville,47872-1830, , ,1442,CountyApproved,{C5147602-341E-4E1F-93CC-34906FAF33C5},480709.6478,4401401.8544
"POINT (480441.4598 4401368.1275)",CO760107,Parke County Sheriff's Dept,458 W Strawberry Rd,Rockville,47872, , ,1442,CountyApproved,{F311B9D8-5AA9-47CE-81FF-9157832D32F1},480441.4598,4401368.1275
"POINT (480543.388 4401029.3596)",CO760105,Rockville Police Dept,416 S Jefferson St,Rockville,47872-1748, , ,1442,CountyApproved,{3B52F514-A03A-4E57-9D80-36B1D1BBDA28},480543.388,4401029.3596
"POINT (468316.4081 4404808.1851)",CO760108,Montezuma Police Department,272 E Crawford St,Montezuma,47862, , ,1442,CountyApproved,{5B590534-2717-466D-A515-D64F4145D10D},468316.4081,4404808.1851
"POINT (475686.3168 4386062.3671)",CO760109,Rosedale Police Dept,130 N Main St,Rosedale,47874, , ,1442,CountyApproved,{0AC401C4-9EFC-41BB-905F-0BFA42218A31},475686.3168,4386062.3671
"POINT (675760.0186 4435164.1897)",CO723396,Lynn Police Dept,101 S Main,Lynn,47355-0000, , ,1442,County Approved,{1B1C68C3-A0E0-4724-90AB-39F81EC88EA6},675760.0186,4435164.1897
"POINT (659406.8657 4450299.4271)",CO723397,Farmland Police Dept,106 E Henry St,Farmland,47340-0000, , ,1442,County Approved,{85179F61-7246-428D-8714-DD743B17FDFF},659406.8657,4450299.4271
"POINT (671960.7746 4448659.9952)",CO723399,Randolph County Sheriff's Ofc,115 E South St,Winchester,47394-2133, , ,1442,County Approved,{D496F2D4-3AF4-4A5C-A586-218E1FD697FD},671960.7746,4448659.9952
"POINT (652840.6768 4450201.5091)",CO723400,Parker City Police Dept,147 W Washington St,Parker City,47368-0000, , ,1442,County Approved,{04F5EBD0-11F2-495B-8A89-AE8A52E4113E},652840.6768,4450201.5091
"POINT (686539.0194 4452099.1063)",CO723401,Indiana Police Dept,309 W Pearl St,Union City,47390-1445, , ,1442,County Approved,{CF55C826-2891-4F02-8572-4372845EE9C3},686539.0194,4452099.1063
"POINT (667506.3557 4461630.6797)",CO723402,Ridgeville Police Dept,City Bldg,Ridgeville,47380-0000, , ,1442,County Approved,{AE60716B-3027-43CD-92F2-E61587ABC175},667506.3557,4461630.6797
"POINT (671859.5267 4448878.7074)",CO723398,Winchester Police Dept,113 E Washington St,Winchester,47394-1801, , ,1442,County Approved,{35FEE717-79A1-4B48-9221-EDBFFA84FEAE},671859.5267,4448878.7074
"POINT (677781.5712 4389332.2124)",CO790351,Liberty City Police Station,1 S Fairground St,Liberty,47353-1447, , ,1442, ,{B448D17D-2C06-4F67-913B-BD26DE541375},677781.5712,4389332.2124
"POINT (677852.4965 4389347.1761)",CO790352,Union County Sheriff Dept,106 E Union St,Liberty,47353-1438, , ,1442, ,{DE1FB4A3-D815-4E58-A74E-54585B6F7353},677852.4965,4389347.1761
"POINT (465014.4189 4411627.3219)",CO790749,Vermillion County Sheriff,1888 State Road 63,Newport,47966-0000, , ,1442,CountyApproved,{D6ECE12A-E486-4610-9294-6CB07FF2DF0D},465014.4189,4411627.3219
"POINT (459787.8314 4421071.7961)",CO790751,Cayuga Town Marshall,E Curtis St,Cayuga,47928-0000, , ,1442,CountyApproved,{5770BA47-5F66-423C-B5AB-DC6671BCC4C5},459787.8314,4421071.7961
"POINT (462668.0313 4434135.5048)",CO790754,Perrysville Town Marshall,496 W Walnut,"Perrysville
", , , ,1442,CountyApproved,{AD1BAF5D-6994-4ED8-9829-D9A40D245D2C},462668.0313,4434135.5048
"POINT (457769.0998 4406092.1464)",CO790753,Dana Town Marshall,106 E Dogwood,Dana,47847, , ,1442,CountyApproved,{97211FF6-E349-45D2-B1AF-792B208F7408},457769.0998,4406092.1464
"POINT (465274.1019 4392435.1097)",CO790752,Fairview Town Marshall,383 S Jackson St,Clinton,47842, , ,1442,CountyApproved,{FAD9D9E6-6D1E-4622-990E-C629318BD6F1},465274.1019,4392435.1097
"POINT (465733.9971 4390175.5804)",CO790750,Clinton Police Dept,259 Vine St,Clinton,47842-2160, , ,1442,CountyApproved,{1A49FE56-4855-4F01-8AA4-069FAC60A3DF},465733.9971,4390175.5804
"POINT (600714.6184 4294729.8524)",IN798759,Crothersville Police Dept,101 W Howard St,Crothersville,47229-1523, , ,154.72,COUNTY_APPROVED,{3877D30B-53DC-40D4-B87F-1556D059B851},600714.6184,4294729.8524
"POINT (583599.1595 4303288.9316)",IN798760,Jackson County Sheriff,150 E State Road 250,Brownstown,47220-2000, , ,1442,COUNTY_APPROVED,{7E5A0B9B-AFF0-4158-BAF8-6378F5C19EB7},583599.1595,4303288.9316
"POINT (582974.0745 4303827.2894)",IN798761,Brownstown Police Dept,200 W Walnut St,Brownstown,47220-1445, , ,1442,COUNTY_APPROVED,{11F41D89-B711-4667-B377-AC04979B6AED},582974.0745,4303827.2894
"POINT (596077.6508 4312932.3903)",IN798762,Seymour Police Dept,220 N Chestnut St,Seymour,47274-2104, , ,1604.84,COUNTY_APPROVED,{A899EFAC-05A7-4F1F-A0CF-CF17C6D4C429},596077.6508,4312932.3903
"POINT (572047.7903 4297751.8153)",IN798763,Medora Town Marshall,27 N Perry,Medora,47260-0000, , ,1442,COUNTY_APPROVED,{7DB3D78A-D910-4951-908B-DA01380069F7},572047.7903,4297751.8153
"POINT (600524.3837 4313110.9666)",IN798764,Seymour Police Dept Sub Stn,357 Tanger Blvd,Seymour,47274-4401, , ,1442,COUNTY_APPROVED,{657244A0-204F-489F-93FF-7E2AA5A43E6A},600524.3837,4313110.9666
"POINT (600384.3184 4312404.3785)",IN798765,Indiana State Excise Police,651 S Frontage Rd,Seymour,47274-0000, , ,1442,COUNTY_APPROVED,{315740E8-8DC7-4825-801C-EE68A6E025DC},600384.3184,4312404.3785
"POINT (597146.1895 4312786.7499)",IN798766,Indiana State Police Post Dist 43,721 E Tipton St,Seymour,47274-3521, , ,499.58,COUNTY_APPROVED,{5E8E2430-A678-4CEC-9050-E58A6A181DD1},597146.1895,4312786.7499
"POINT (645364.9762 4490730.5281)",IN798767,Montpelier Police Dept,405 W Huntington St,Montpelier,47359-1007,Jerry Brown, ,1442, ,{67FBE714-A79E-4B1B-8D42-8260BC762895},645364.9762,4490730.5281
"POINT (646086.0392 4479184.2821)",IN798768,Blackford County Sheriff's Department,64 N 500 E,Hartford City,47348-9248,John Lancaster, ,1442, ,{5DE29A84-5691-4F88-8C36-CEDF5E756CC3},646086.0392,4479184.2821
"POINT (638253.5566 4479734.0089)",IN798769,Hartford City Police,700 N Walnut St,Hartford City,47348-1548,Matt Felver, ,1442, ,{24132CC3-C60C-47C0-B754-1DB4352C3497},638253.5566,4479734.0089
"POINT (533504.3966 4442171.4213)",IN798770,Thorntown Police Department,101 W Main St,Thorntown,46071-1127,Matt Hankins,(765) 436-7677,1442, ,{821759A1-2192-4890-927F-EC60E61EDD59},533504.3966,4442171.4213
"POINT (561972.5327 4422207.7091)",IN798771,Zionsville Police Dept,1075 Parkway Dr,Zionsville,46077-1951,Richard Dowden,(317) 873-8029,1442, ,{B6FDE758-0190-451D-9E7B-274FBDFA02E1},561972.5327,4422207.7091
"POINT (545496.9682 4433146.6646)",IN798772,Lebanon Police Dept,201 E Main St,Lebanon,46052-2686,Tom Garoffolo,(765) 482-8836,1442, ,{32D82B2B-FF05-45C8-8E9F-6E740409F940},545496.9682,4433146.6646
"POINT (546962.9826 4431550.5832)",IN798773,Boone County Sheriff,1905 Indianapolis Ave,Lebanon,46052-2938,Ken Campbell,(765) 482-1412,1442, ,{8D4873E8-8362-4387-8690-006B968A0202},546962.9826,4431550.5832
"POINT (555848.3628 4427632.5268)",IN798774,Whitestown Police Department,7 S Main Street,Whitestown,46075,Dennis Anderson,(317) 769-2677,1803,Added by Polis,{95E013AF-AFE0-4D20-A545-8A2F76BE7435},555848.3628,4427632.5268
"POINT (532428.3055 4427399.0026)",IN798775,Advance Police Department,112 North Main Street,Advance,46147,Jerry Parsley, ,1803,Added by Polis,{5AA74227-7102-4EBE-A573-B964A58C5CB5},532428.3055,4427399.0026
"POINT (532128.1941 4419409.6461)",IN798776,Jamestown Police Department,421 East Main Street,Jamestown,46147,Dennis Isenhower, ,1803,Added by Polis,{CB15E6FC-28B2-4DCC-8CF6-AC60CBC2C76E},532128.1941,4419409.6461
"POINT (553446.3771 4511780.8601)",IN798778,Cass County Sheriff's Office,100 Court Park,Logansport,46947-0000, , ,25000, ,{75A522EB-7D19-4691-A310-69B4B95B096B},553446.3771,4511780.8601
"POINT (553810.1739 4511670.2618)",IN798779,Logansport Police Chief,601 E Broadway,Logansport,46947-3156, , ,15000, ,{E289738C-136D-4F5F-882B-56F2EF5CA9CA},553810.1739,4511670.2618
"POINT (542236.019 4523882.9393)",IN798781,Royal Center Police,104 E North Street,Royal Center,46978, , ,1000, ,{31EA5B83-2FA8-4915-9104-F3676DC21934},542236.019,4523882.9393
"POINT (505363.3507 4251119.0085)",IN798782,Indiana State Police-District 34,2209 Newton St,Jasper,47546-1502,Lt. Don Bolen, ,1442, ,{D8EF2A77-53C0-43B7-B461-917C39A1C7E0},505363.3507,4251119.0085
